task_id,repo,external_id,origin,title,branch,pr_number,category,sub_reason,last_error,push_failures,no_code_reroutes,attempts,agent,model,created_at
2022,gabrielkoerich/orch,internal:2022,internal,Respond to mention by @gabrielkoerich,gh-task-internal-2022-respond-to-mention-by-gabrielkoerich,,B,Push may have succeeded but branch invalid on GitHub (422 head invalid),"create PR failed: GitHub API error: GitHub API POST https://api.github.com/repos/gabrielkoerich/orch/pulls failed (422 Unprocessable Entity): {""message"":""Validation Failed"",""errors"":[{""resource"":""Pull",0,0,0,claude,sonnet,2026-03-16T20:29:25Z
1993,gabrielkoerich/orch,internal:1993,internal,Respond to mention by @gabrielkoerich,gh-task-internal-1993-respond-to-mention-by-gabrielkoerich,,B,Push may have succeeded but branch invalid on GitHub (422 head invalid),"create PR failed: GitHub API error: GitHub API POST https://api.github.com/repos/gabrielkoerich/orch/pulls failed (422 Unprocessable Entity): {""message"":""Validation Failed"",""errors"":[{""resource"":""Pull",0,0,0,claude,haiku,2026-03-16T20:27:31Z
1923,gabrielkoerich/orch,673,github,"Audit and replace panics/unwraps in runtime-critical modules (tmux, store, runner, template, security)",gh-task-673-audit-and-replace-panics-unwraps-in-runt,,A,Legitimate non-code (agent made no commits),"create PR failed: GitHub API error: GitHub API POST https://api.github.com/repos/gabrielkoerich/orch/pulls failed (422 Unprocessable Entity): {""message"":""Validation Failed"",""errors"":[{""resource"":""Pull",0,0,0,kimi,sonnet,2026-03-16T20:23:40Z
1922,gabrielkoerich/orch,674,github,Remove unnecessary `unsafe` environment manipulation in tests and make tests hermetic,gh-task-674-remove-unnecessary-unsafe-environment-ma,,D,Token budget exceeded but marked done,token budget exceeded: 229533/100000 tokens ($0.7090),0,0,0,minimax,sonnet,2026-03-16T20:23:40Z
1737,gabrielkoerich/orch,670,github,"Audit and replace panics/unwraps in runtime-critical modules (tmux, store, runner, template, security)",gh-task-670-audit-and-replace-panics-unwraps-in-runt,,D,Exhausted max attempts but marked done,exceeded max attempts (10/10). Use `/retry` to reset.,0,0,0,opencode,github-copilot/gpt-5-mini,2026-03-16T20:09:00Z
1736,gabrielkoerich/orch,671,github,Remove unnecessary `unsafe` environment manipulation in tests and make tests hermetic,gh-task-671-remove-unnecessary-unsafe-environment-ma,,D,Exhausted max attempts but marked done,exceeded max attempts (10/10). Use `/retry` to reset.,0,0,0,codex,gpt-5.2-codex,2026-03-16T20:09:00Z
1551,gabrielkoerich/orch,664,github,"Audit and replace panics/unwraps in runtime-critical modules (tmux, store, runner, template, security)",gh-task-664-audit-and-replace-panics-unwraps-in-runt,,A,Legitimate non-code (agent made no commits),"create PR failed: GitHub API error: GitHub API POST https://api.github.com/repos/gabrielkoerich/orch/pulls failed (422 Unprocessable Entity): {""message"":""Validation Failed"",""errors"":[{""resource"":""Pull",0,0,0,minimax,sonnet,2026-03-16T19:49:27Z
1550,gabrielkoerich/orch,665,github,Remove unnecessary `unsafe` environment manipulation in tests and make tests hermetic,gh-task-665-remove-unnecessary-unsafe-environment-ma,,B,Agent failed after reroutes (final: rate_limit),"codex rate limit: You've hit your usage limit. Upgrade to Pro (https://chatgpt.com/explore/pro), visit https://chatgpt.com/codex/settings/usage to purchase more credits or try again at Mar 19th, 2026 ",0,0,1,codex,gpt-5.2-codex,2026-03-16T19:49:27Z
1519,gabrielkoerich/orch,660,github,"Audit and replace panics/unwraps in runtime-critical modules (tmux, store, runner, template, security)",gh-task-660-audit-and-replace-panics-unwraps-in-runt,,B,Agent failed after reroutes (final: rate_limit),"claude auth error: s"":0,""web_fetch_requests"":0},""service_tier"":""standard"",""cache_creation"":{""ephemeral_1h_input_tokens"":0,""ephemeral_5m_input_tokens"":0},""inference_geo"":"""",""iterations"":[],""speed"":""sta",0,0,0,codex,gpt-5.2-codex,2026-03-16T19:46:23Z
1518,gabrielkoerich/orch,661,github,Remove unnecessary `unsafe` environment manipulation in tests and make tests hermetic,gh-task-661-remove-unnecessary-unsafe-environment-ma,,B,Agent failed after reroutes (final: ),"codex rate limit: You've hit your usage limit. Upgrade to Pro (https://chatgpt.com/explore/pro), visit https://chatgpt.com/codex/settings/usage to purchase more credits or try again at Mar 19th, 2026 ",0,0,1,codex,gpt-5.2-codex,2026-03-16T19:46:23Z
1475,gabrielkoerich/orch,655,github,"Audit and replace panics/unwraps in runtime-critical modules (tmux, store, runner, template, security)",gh-task-655-audit-and-replace-panics-unwraps-in-runt,,B,Agent failed after reroutes (final: rate_limit),"claude auth error: s"":0,""web_fetch_requests"":0},""service_tier"":""standard"",""cache_creation"":{""ephemeral_1h_input_tokens"":0,""ephemeral_5m_input_tokens"":0},""inference_geo"":"""",""iterations"":[],""speed"":""sta",0,0,0,codex,gpt-5.2-codex,2026-03-16T19:40:35Z
1474,gabrielkoerich/orch,656,github,Remove unnecessary `unsafe` environment manipulation in tests and make tests hermetic,gh-task-656-remove-unnecessary-unsafe-environment-ma,,B,GitHub task with no errors but no PR - commits may exist locally but not pushed,,0,0,0,codex,gpt-5.2-codex,2026-03-16T19:40:35Z
1462,gabrielkoerich/orch,651,github,"Audit and replace panics/unwraps in runtime-critical modules (tmux, store, runner, template, security)",gh-task-651-audit-and-replace-panics-unwraps-in-runt,,D,Exhausted max attempts but marked done,exceeded max attempts (10/10). Use `/retry` to reset.,0,0,0,claude,sonnet,2026-03-16T19:38:33Z
1457,gabrielkoerich/orch,internal:1457,internal,Code review: orch,gh-task-internal-1457-code-review-orch,,B,Push may have succeeded but branch invalid on GitHub (422 head invalid),"create PR failed: GitHub API error: GitHub API POST https://api.github.com/repos/gabrielkoerich/orch/pulls failed (422 Unprocessable Entity): {""message"":""Validation Failed"",""errors"":[{""resource"":""Pull",0,0,0,claude,sonnet,2026-03-16T19:35:00Z
1421,gabrielkoerich/orch,internal:1421,internal,Code development: orch,gh-task-internal-1421-code-development-orch,,B,Agent failed after reroutes (final: rate_limit),"claude auth error: s"":0,""web_fetch_requests"":0},""service_tier"":""standard"",""cache_creation"":{""ephemeral_1h_input_tokens"":0,""ephemeral_5m_input_tokens"":0},""inference_geo"":"""",""iterations"":[],""speed"":""sta",0,0,0,codex,gpt-5.2-codex,2026-03-16T18:00:00Z
1117,gabrielkoerich/orch,internal:1117,internal,Code development: orch,gh-task-internal-1117-code-development-orch,,A,Internal task (likely research/analysis only),,0,0,0,claude,sonnet,2026-03-16T06:00:09Z
1108,gabrielkoerich/orch,internal:1108,internal,Code review: orch,gh-task-internal-1108-code-review-orch,,B,Push may have succeeded but branch invalid on GitHub (422 head invalid),"create PR failed: GitHub API error: GitHub API POST https://api.github.com/repos/gabrielkoerich/orch/pulls failed (422 Unprocessable Entity): {""message"":""Validation Failed"",""errors"":[{""resource"":""Pull",0,0,1,claude,sonnet,2026-03-15T19:35:00Z
1105,gabrielkoerich/orch,internal:1105,internal,Code development: orch,gh-task-internal-1105-code-development-orch,,A,Internal task (likely research/analysis only),,0,0,0,claude,sonnet,2026-03-15T18:00:00Z
1066,gabrielkoerich/orch,internal:1066,internal,Log watchdog: diagnose and fix errors,gh-task-internal-1066-log-watchdog-diagnose-and-fix-errors,,B,Internal task with no errors but no PR - unclear if work was committed,,0,0,0,claude,sonnet,2026-03-15T15:00:01Z
1051,gabrielkoerich/orch,631,github,bug: CI timeout in auto_merge_pr re-routes to NeedsReview (review agent) instead of New (original agent),gh-task-631-bug-ci-timeout-in-auto-merge-pr-re-route,,B,GitHub task with no errors but no PR - commits may exist locally but not pushed,,0,0,0,claude,haiku,2026-03-15T14:57:42Z
1046,gabrielkoerich/orch,629,github,bug: job scheduler treats NeedsReview/InReview as terminal — creates duplicate tasks,gh-task-629-bug-job-scheduler-treats-needsreview-inr,,B,GitHub task with no errors but no PR - commits may exist locally but not pushed,,0,0,0,claude,sonnet,2026-03-15T14:56:42Z
1045,gabrielkoerich/orch,630,github,"bug: list_tasks with status filter bypasses SQLite store, reads stale GitHub labels",gh-task-630-bug-list-tasks-with-status-filter-bypass,,B,GitHub task with no errors but no PR - commits may exist locally but not pushed,,0,0,0,claude,sonnet,2026-03-15T14:56:42Z
1024,gabrielkoerich/bean,4,github,Delta hedge strategies,gh-task-4-delta-hedge-strategies,,B,Push may have succeeded but branch invalid on GitHub (422 head invalid),"create PR failed: GitHub API error: GitHub API POST https://api.github.com/repos/gabrielkoerich/bean/pulls failed (422 Unprocessable Entity): {""message"":""Validation Failed"",""errors"":[{""resource"":""Pull",0,0,1,claude,sonnet,2026-03-15T14:49:13Z
1023,gabrielkoerich/bean,5,github,Import crypto transactions,gh-task-5-import-crypto-transactions,,B,Push may have succeeded but branch invalid on GitHub (422 head invalid),"create PR failed: GitHub API error: GitHub API POST https://api.github.com/repos/gabrielkoerich/bean/pulls failed (422 Unprocessable Entity): {""message"":""Validation Failed"",""errors"":[{""resource"":""Pull",0,0,1,claude,sonnet,2026-03-15T14:48:53Z
1022,gabrielkoerich/bean,9,github,Minervini <> Quant,gh-task-9-minervini-quant,,B,GitHub task with no errors but no PR - commits may exist locally but not pushed,,0,0,0,claude,sonnet,2026-03-15T14:48:36Z
1021,gabrielkoerich/bean,10,github,Telegram quant bot / Quant signals,gh-task-10-telegram-quant-bot-quant-signals,,B,Push failed (commits not pushed to remote),"push failed: push failed: remote: Invalid username or token. Password authentication is not supported for Git operations.
fatal: Authentication failed for 'https://github.com/gabrielkoerich/bean.git/'",0,0,1,claude,sonnet,2026-03-15T14:48:21Z
1020,gabrielkoerich/bean,14,github,PR correpy?,gh-task-14-pr-correpy,,B,Push may have succeeded but branch invalid on GitHub (422 head invalid),"create PR failed: GitHub API error: GitHub API POST https://api.github.com/repos/gabrielkoerich/bean/pulls failed (422 Unprocessable Entity): {""message"":""Validation Failed"",""errors"":[{""resource"":""Pull",0,0,1,claude,haiku,2026-03-15T14:48:03Z
1018,gabrielkoerich/orch,internal:1018,internal,Code development: orch,gh-task-internal-1018-code-development-orch,,A,Internal task (likely research/analysis only),,0,0,0,claude,sonnet,2026-03-15T14:47:50Z
1017,gabrielkoerich/orch,internal:1017,internal,Code review: orch,gh-task-internal-1017-code-review-orch,,B,Push may have succeeded but branch invalid on GitHub (422 head invalid),"create PR failed: GitHub API error: GitHub API POST https://api.github.com/repos/gabrielkoerich/orch/pulls failed (422 Unprocessable Entity): {""message"":""Validation Failed"",""errors"":[{""resource"":""Pull",0,0,1,claude,sonnet,2026-03-15T14:47:50Z
1006,gabrielkoerich/orch,626,github,"BUG: issue dedup skips recently-closed issues, causing duplicate creation on re-dispatch",gh-task-626-bug-issue-dedup-skips-recently-closed-is,,B,GitHub task with no errors but no PR - commits may exist locally but not pushed,,0,0,0,claude,sonnet,2026-03-14T20:49:51Z
1004,gabrielkoerich/orch,internal:1004,internal,Daily evening retrospective: optimize agent workflows,gh-task-internal-1004-daily-evening-retrospective-optimize-age,,A,Internal task (likely research/analysis only),,0,0,0,claude,sonnet,2026-03-14T20:45:00Z
997,gabrielkoerich/orch,624,github,Failed to link issue to branch  PR,gh-task-624-failed-to-link-issue-to-branch-pr,,B,GitHub task with no errors but no PR - commits may exist locally but not pushed,,0,0,0,claude,sonnet,2026-03-14T20:14:48Z
995,gabrielkoerich/orch,internal:995,internal,Code review: orch,gh-task-internal-995-code-review-orch,,A,Internal task (likely research/analysis only),,0,0,0,claude,sonnet,2026-03-14T19:35:02Z
843,gabrielkoerich/orch,618,github,BUG: GitHub HTTP pagination may panic when Link header missing,gh-task-618-bug-github-http-pagination-may-panic-whe,,B,Push may have succeeded but branch invalid on GitHub (422 head invalid),"create PR failed: GitHub API error: GitHub API POST https://api.github.com/repos/gabrielkoerich/orch/pulls failed (422 Unprocessable Entity): {""message"":""Validation Failed"",""errors"":[{""resource"":""Pull",0,0,2,claude,sonnet,2026-03-14T12:37:03Z
842,gabrielkoerich/orch,619,github,"Reliability: Audit & remove panicking unwrap/expect across core modules (http, tmux, sidecar, token, template, home)",gh-task-619-reliability-audit-remove-panicking-unwra,,B,Push may have succeeded but branch invalid on GitHub (422 head invalid),"create PR failed: GitHub API error: GitHub API POST https://api.github.com/repos/gabrielkoerich/orch/pulls failed (422 Unprocessable Entity): {""message"":""Validation Failed"",""errors"":[{""resource"":""Pull",0,0,0,claude,sonnet,2026-03-14T12:37:03Z
770,gabrielkoerich/orch,612,github,BUG: GitHub HTTP pagination may panic when Link header missing,gh-task-612-bug-github-http-pagination-may-panic-whe,,B,Push may have succeeded but branch invalid on GitHub (422 head invalid),"create PR failed: GitHub API error: GitHub API POST https://api.github.com/repos/gabrielkoerich/orch/pulls failed (422 Unprocessable Entity): {""message"":""Validation Failed"",""errors"":[{""resource"":""Pull",0,0,0,claude,sonnet,2026-03-14T12:04:36Z
528,gabrielkoerich/orch,609,github,BUG: GitHub HTTP pagination may panic when Link header missing,gh-task-609-bug-github-http-pagination-may-panic-whe,,B,Push may have succeeded but branch invalid on GitHub (422 head invalid),"create PR failed: GitHub API error: GitHub API POST https://api.github.com/repos/gabrielkoerich/orch/pulls failed (422 Unprocessable Entity): {""message"":""Validation Failed"",""errors"":[{""resource"":""Pull",0,0,0,claude,sonnet,2026-03-14T11:40:47Z
358,gabrielkoerich/orch,606,github,BUG: GitHub HTTP pagination may panic when Link header missing,gh-task-606-bug-github-http-pagination-may-panic-whe,,B,Push may have succeeded but branch invalid on GitHub (422 head invalid),"create PR failed: GitHub API error: GitHub API POST https://api.github.com/repos/gabrielkoerich/orch/pulls failed (422 Unprocessable Entity): {""message"":""Validation Failed"",""errors"":[{""resource"":""Pull",0,0,0,claude,sonnet,2026-03-14T11:08:55Z
290,gabrielkoerich/orch,603,github,BUG: GitHub HTTP pagination may panic when Link header missing,gh-task-603-bug-github-http-pagination-may-panic-whe,,B,Push may have succeeded but branch invalid on GitHub (422 head invalid),"create PR failed: GitHub API error: GitHub API POST https://api.github.com/repos/gabrielkoerich/orch/pulls failed (422 Unprocessable Entity): {""message"":""Validation Failed"",""errors"":[{""resource"":""Pull",0,0,0,claude,sonnet,2026-03-14T10:57:46Z
234,gabrielkoerich/orch,599,github,BUG: GitHub HTTP pagination may panic when Link header missing,gh-task-599-bug-github-http-pagination-may-panic-whe,,D,Exhausted max attempts but marked done,exceeded max attempts (10/10). Use `/retry` to reset.,0,0,0,codex,gpt-5.2-codex,2026-03-14T10:51:02Z
181,gabrielkoerich/orch,596,github,BUG: GitHub HTTP pagination may panic when Link header missing,gh-task-596-bug-github-http-pagination-may-panic-whe,,B,Push may have succeeded but branch invalid on GitHub (422 head invalid),"create PR failed: GitHub API error: GitHub API POST https://api.github.com/repos/gabrielkoerich/orch/pulls failed (422 Unprocessable Entity): {""message"":""Validation Failed"",""errors"":[{""resource"":""Pull",0,0,0,claude,sonnet,2026-03-14T10:43:04Z
130,gabrielkoerich/orch,593,github,BUG: GitHub HTTP pagination may panic when Link header missing,gh-task-593-bug-github-http-pagination-may-panic-whe,,B,Push may have succeeded but branch invalid on GitHub (422 head invalid),"create PR failed: GitHub API error: GitHub API POST https://api.github.com/repos/gabrielkoerich/orch/pulls failed (422 Unprocessable Entity): {""message"":""Validation Failed"",""errors"":[{""resource"":""Pull",0,0,0,claude,sonnet,2026-03-14T10:34:54Z
97,gabrielkoerich/orch,589,github,BUG: GitHub HTTP pagination may panic when Link header missing,gh-task-589-bug-github-http-pagination-may-panic-whe,,B,Push may have succeeded but branch invalid on GitHub (422 head invalid),"create PR failed: GitHub API error: GitHub API POST https://api.github.com/repos/gabrielkoerich/orch/pulls failed (422 Unprocessable Entity): {""message"":""Validation Failed"",""errors"":[{""resource"":""Pull",0,0,0,claude,sonnet,2026-03-14T10:26:16Z
